age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,admin.,single,secondary,31admin.singlesecondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,no
61,retired,married,secondary,61retiredmarriedsecondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
49,self-employed,married,tertiary,49self-employedmarriedtertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,no
32,management,single,tertiary,32managementsingletertiary,no,131,yes,no,cellular,11,aug,112,1,81,1,other,no
57,admin.,married,secondary,57admin.marriedsecondary,no,16873,no,no,cellular,14,oct,219,3,372,1,failure,no
47,blue-collar,married,secondary,47blue-collarmarriedsecondary,no,71,yes,no,cellular,11,may,170,1,370,1,failure,no
32,blue-collar,married,primary,32blue-collarmarriedprimary,no,187,no,no,cellular,20,nov,485,1,134,1,failure,no
30,admin.,married,primary,30admin.marriedprimary,no,624,yes,no,cellular,15,may,212,2,368,1,failure,no
36,management,single,tertiary,36managementsingletertiary,no,687,yes,no,cellular,12,may,43,1,347,2,failure,no
41,technician,married,tertiary,41technicianmarriedtertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure,no
32,management,married,tertiary,32managementmarriedtertiary,no,859,yes,yes,cellular,11,may,195,5,172,11,other,no
29,admin.,married,tertiary,29admin.marriedtertiary,no,167,yes,yes,cellular,13,oct,357,2,237,2,failure,no
33,technician,divorced,tertiary,33techniciandivorcedtertiary,no,2558,no,no,cellular,7,may,680,2,367,2,failure,no
55,admin.,married,secondary,55admin.marriedsecondary,no,602,no,no,cellular,4,feb,390,2,150,6,success,yes
36,admin.,married,secondary,36admin.marriedsecondary,no,498,yes,no,cellular,29,jan,151,1,253,1,failure,no
38,blue-collar,married,secondary,38blue-collarmarriedsecondary,no,105,yes,no,cellular,28,jan,158,1,265,2,failure,no
33,admin.,single,secondary,33admin.singlesecondary,no,2554,yes,no,telephone,6,apr,125,3,249,15,failure,no
30,technician,single,tertiary,30techniciansingletertiary,no,411,no,no,cellular,26,may,111,1,35,1,failure,no
29,technician,married,secondary,29technicianmarriedsecondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes
33,management,married,tertiary,33managementmarriedtertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes
52,technician,married,secondary,52technicianmarriedsecondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
37,technician,divorced,secondary,37techniciandivorcedsecondary,no,1559,yes,no,cellular,20,nov,178,2,170,8,other,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,no
50,blue-collar,divorced,primary,50blue-collardivorcedprimary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no
30,technician,single,tertiary,30techniciansingletertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,yes
33,technician,married,secondary,33technicianmarriedsecondary,no,5083,no,no,cellular,27,oct,161,1,96,2,other,no
39,technician,married,secondary,39technicianmarriedsecondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
33,management,married,tertiary,33managementmarriedtertiary,no,643,no,no,cellular,2,aug,203,3,94,1,other,no
60,retired,married,secondary,60retiredmarriedsecondary,no,404,no,no,cellular,5,mar,308,2,196,2,failure,yes
72,retired,married,primary,72retiredmarriedprimary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
19,student,single,primary,19studentsingleprimary,no,245,no,no,telephone,10,nov,98,2,110,2,other,no
35,admin.,divorced,secondary,35admin.divorcedsecondary,no,183,no,yes,cellular,6,feb,12,7,217,1,failure,no
50,services,married,secondary,50servicesmarriedsecondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
35,management,single,tertiary,35managementsingletertiary,no,1228,no,no,cellular,9,nov,696,2,88,12,failure,yes
39,blue-collar,married,primary,39blue-collarmarriedprimary,no,315,yes,no,cellular,15,may,259,3,353,3,failure,no
32,management,single,tertiary,32managementsingletertiary,no,796,no,yes,cellular,30,apr,198,1,160,1,failure,no
50,technician,married,tertiary,50technicianmarriedtertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,no
31,blue-collar,married,secondary,31blue-collarmarriedsecondary,no,125,yes,no,cellular,14,may,201,1,350,2,failure,no
57,management,divorced,tertiary,57managementdivorcedtertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,yes
53,services,married,secondary,53servicesmarriedsecondary,no,341,no,no,cellular,12,aug,90,2,104,2,success,no
38,services,divorced,secondary,38servicesdivorcedsecondary,no,53,no,no,cellular,8,oct,78,1,58,1,other,no
36,unemployed,married,secondary,36unemployedmarriedsecondary,no,608,yes,no,cellular,2,feb,114,1,263,3,other,no
43,technician,married,tertiary,43technicianmarriedtertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,yes
31,blue-collar,married,primary,31blue-collarmarriedprimary,no,2198,no,no,cellular,21,nov,423,2,172,2,failure,no
43,technician,married,secondary,43technicianmarriedsecondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other,no
60,admin.,married,secondary,60admin.marriedsecondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,no
35,admin.,single,secondary,35admin.singlesecondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,yes
31,management,single,tertiary,31managementsingletertiary,no,2915,no,no,cellular,30,apr,228,1,86,1,failure,no
24,student,single,secondary,24studentsinglesecondary,no,508,yes,no,telephone,18,may,12,3,374,1,other,no
53,entrepreneur,married,secondary,53entrepreneurmarriedsecondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,no
26,student,single,tertiary,26studentsingletertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
47,technician,divorced,tertiary,47techniciandivorcedtertiary,no,405,yes,no,cellular,30,jan,236,1,260,1,failure,no
34,management,single,tertiary,34managementsingletertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,no
31,unemployed,single,secondary,31unemployedsinglesecondary,no,500,yes,no,cellular,18,may,184,2,350,2,failure,no
36,management,single,tertiary,36managementsingletertiary,no,3669,no,no,cellular,20,apr,166,1,376,1,other,no
44,blue-collar,married,primary,44blue-collarmarriedprimary,no,612,yes,yes,cellular,3,apr,1091,1,135,1,failure,no
55,management,divorced,tertiary,55managementdivorcedtertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
31,services,single,secondary,31servicessinglesecondary,no,695,yes,no,cellular,3,apr,314,1,318,1,failure,no
52,housemaid,married,secondary,52housemaidmarriedsecondary,no,1752,no,yes,telephone,21,nov,346,4,123,8,failure,no
49,technician,single,secondary,49techniciansinglesecondary,no,1245,no,no,cellular,29,apr,115,2,198,2,failure,no
50,management,divorced,tertiary,50managementdivorcedtertiary,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure,no
36,blue-collar,divorced,secondary,36blue-collardivorcedsecondary,no,2843,no,no,cellular,12,feb,473,1,182,1,success,no
35,student,single,secondary,35studentsinglesecondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
36,admin.,married,secondary,36admin.marriedsecondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
27,blue-collar,single,tertiary,27blue-collarsingletertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
32,admin.,single,secondary,32admin.singlesecondary,no,6981,yes,no,cellular,2,jun,154,1,194,3,failure,no
28,student,single,secondary,28studentsinglesecondary,no,404,yes,no,cellular,18,may,33,2,367,4,other,no
41,services,married,secondary,41servicesmarriedsecondary,no,446,yes,no,cellular,7,apr,93,3,140,2,failure,no
29,management,single,tertiary,29managementsingletertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
39,technician,married,tertiary,39technicianmarriedtertiary,no,508,no,no,cellular,4,mar,431,1,122,3,failure,no
39,admin.,married,secondary,39admin.marriedsecondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
25,admin.,single,tertiary,25admin.singletertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
43,management,married,tertiary,43managementmarriedtertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,yes
37,management,married,tertiary,37managementmarriedtertiary,no,708,yes,no,cellular,27,feb,32,4,225,3,failure,no
31,management,single,tertiary,31managementsingletertiary,no,3384,no,no,cellular,16,sep,153,1,104,2,success,yes
37,admin.,single,secondary,37admin.singlesecondary,no,16,no,no,cellular,18,may,488,5,336,2,failure,no
44,blue-collar,married,secondary,44blue-collarmarriedsecondary,no,500,yes,no,cellular,14,may,86,2,304,2,failure,no
25,admin.,married,secondary,25admin.marriedsecondary,no,541,yes,no,cellular,15,may,607,1,344,4,failure,no
32,blue-collar,single,primary,32blue-collarsingleprimary,no,216,yes,no,cellular,7,may,87,2,351,1,success,no
40,blue-collar,married,primary,40blue-collarmarriedprimary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,no
24,blue-collar,single,primary,24blue-collarsingleprimary,no,145,yes,no,cellular,15,may,520,1,345,1,failure,no
41,blue-collar,married,secondary,41blue-collarmarriedsecondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,no
26,admin.,single,secondary,26admin.singlesecondary,no,125,no,no,cellular,6,oct,63,1,63,7,failure,no
31,blue-collar,single,secondary,31blue-collarsinglesecondary,no,183,yes,no,cellular,14,may,258,1,300,1,success,no
46,admin.,divorced,secondary,46admin.divorcedsecondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other,no
27,management,single,tertiary,27managementsingletertiary,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
42,blue-collar,married,primary,42blue-collarmarriedprimary,no,201,yes,no,cellular,11,aug,265,1,103,3,success,yes
29,admin.,single,tertiary,29admin.singletertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure,no
44,technician,single,tertiary,44techniciansingletertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
33,management,single,tertiary,33managementsingletertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
39,housemaid,divorced,secondary,39housemaiddivorcedsecondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
80,retired,married,primary,80retiredmarriedprimary,no,155,no,no,telephone,4,may,209,1,53,3,success,yes
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,709,yes,no,cellular,13,may,117,2,278,3,other,no
31,blue-collar,single,secondary,31blue-collarsinglesecondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure,yes
64,retired,married,tertiary,64retiredmarriedtertiary,no,1644,no,no,telephone,5,mar,341,4,179,4,success,yes
50,self-employed,married,secondary,50self-employedmarriedsecondary,no,358,yes,yes,cellular,15,may,315,3,367,3,failure,no
36,technician,married,secondary,36technicianmarriedsecondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,yes
39,entrepreneur,married,secondary,39entrepreneurmarriedsecondary,no,680,yes,no,cellular,15,may,135,1,361,2,failure,no
39,housemaid,married,secondary,39housemaidmarriedsecondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,no
28,management,single,tertiary,28managementsingletertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,yes
58,blue-collar,married,secondary,58blue-collarmarriedsecondary,no,1298,yes,no,cellular,29,jan,522,2,245,4,failure,no
35,management,married,secondary,35managementmarriedsecondary,no,2311,yes,no,cellular,5,may,659,1,167,1,failure,no
45,services,married,secondary,45servicesmarriedsecondary,no,744,yes,no,cellular,11,may,211,2,347,1,failure,no
37,management,married,tertiary,37managementmarriedtertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
70,retired,divorced,secondary,70retireddivorcedsecondary,no,4572,no,no,cellular,8,jul,173,11,162,5,failure,no
37,technician,married,tertiary,37technicianmarriedtertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure,no
46,management,married,tertiary,46managementmarriedtertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
41,admin.,married,secondary,41admin.marriedsecondary,no,3138,no,no,cellular,14,sep,409,1,398,1,failure,yes
33,technician,single,secondary,33techniciansinglesecondary,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
54,unemployed,married,secondary,54unemployedmarriedsecondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,yes
58,technician,married,secondary,58technicianmarriedsecondary,no,3399,no,no,telephone,30,nov,1628,2,188,8,success,yes
46,blue-collar,married,secondary,46blue-collarmarriedsecondary,no,6879,no,no,cellular,15,nov,74,2,118,3,failure,no
33,technician,married,tertiary,33technicianmarriedtertiary,no,8023,no,no,cellular,25,feb,196,1,87,4,failure,no
46,services,married,secondary,46servicesmarriedsecondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,no
36,blue-collar,married,secondary,36blue-collarmarriedsecondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
35,self-employed,single,tertiary,35self-employedsingletertiary,no,1129,yes,no,cellular,21,nov,64,2,184,2,failure,no
40,unemployed,single,secondary,40unemployedsinglesecondary,no,356,yes,no,cellular,4,may,225,2,339,2,failure,no
61,housemaid,married,primary,61housemaidmarriedprimary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
34,services,married,secondary,34servicesmarriedsecondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
37,blue-collar,single,primary,37blue-collarsingleprimary,no,851,yes,no,cellular,15,may,151,1,352,1,failure,no
28,management,single,tertiary,28managementsingletertiary,no,5474,no,no,cellular,4,feb,181,4,191,5,success,no
62,retired,married,secondary,62retiredmarriedsecondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,yes
38,technician,married,tertiary,38technicianmarriedtertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
53,management,divorced,secondary,53managementdivorcedsecondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,no
70,retired,divorced,secondary,70retireddivorcedsecondary,no,6850,no,no,telephone,5,mar,252,3,183,1,failure,no
31,technician,single,tertiary,31techniciansingletertiary,no,3729,yes,no,cellular,5,feb,176,2,8,10,other,no
49,management,divorced,tertiary,49managementdivorcedtertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,no
42,management,married,secondary,42managementmarriedsecondary,no,1042,yes,no,cellular,11,may,465,1,364,3,other,no
80,retired,married,secondary,80retiredmarriedsecondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
45,blue-collar,married,primary,45blue-collarmarriedprimary,no,31,no,no,cellular,8,apr,393,2,310,1,other,no
53,admin.,single,secondary,53admin.singlesecondary,no,1958,no,no,telephone,7,jul,82,2,75,4,failure,no
36,services,married,secondary,36servicesmarriedsecondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
62,blue-collar,married,secondary,62blue-collarmarriedsecondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
69,retired,married,primary,69retiredmarriedprimary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
60,retired,divorced,tertiary,60retireddivorcedtertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
58,admin.,divorced,secondary,58admin.divorcedsecondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
33,blue-collar,single,tertiary,33blue-collarsingletertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
32,management,single,tertiary,32managementsingletertiary,no,933,yes,no,cellular,12,may,147,4,307,1,failure,no
60,management,married,tertiary,60managementmarriedtertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,43,yes,no,cellular,14,may,332,2,358,2,failure,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,120,yes,no,cellular,8,may,80,4,358,1,other,no
68,retired,married,secondary,68retiredmarriedsecondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,yes
33,blue-collar,married,tertiary,33blue-collarmarriedtertiary,no,6138,yes,no,cellular,19,nov,384,1,183,1,failure,no
36,blue-collar,single,secondary,36blue-collarsinglesecondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
34,technician,divorced,secondary,34techniciandivorcedsecondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
35,unemployed,married,secondary,35unemployedmarriedsecondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
42,admin.,divorced,secondary,42admin.divorcedsecondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
19,student,single,primary,19studentsingleprimary,no,103,no,no,cellular,15,oct,96,2,97,2,success,no
43,admin.,single,secondary,43admin.singlesecondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
32,blue-collar,married,secondary,32blue-collarmarriedsecondary,no,557,yes,yes,cellular,4,feb,210,2,253,1,failure,no
46,management,married,tertiary,46managementmarriedtertiary,no,37378,yes,no,cellular,14,oct,146,1,518,1,failure,no
37,unemployed,married,secondary,37unemployedmarriedsecondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
36,technician,single,secondary,36techniciansinglesecondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,yes
34,services,married,secondary,34servicesmarriedsecondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,no
36,management,single,tertiary,36managementsingletertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
